,mean,se_mean,sd,2.5%,25%,50%,75%,97.5%,n_eff,Rhat
pf[117],0.3863093880433529,0.00039193213611478844,0.016107409476717145,0.35575483490906745,0.37509848001704055,0.38605388480442493,0.3966175020651592,0.41867177253560495,1689.0,1.0000800570000805
pf[118],1.107977391335975,0.01080682800018536,0.14539100105588323,0.9847833269026449,1.0440343046687186,1.0818423858403834,1.1255075121961948,1.4629554400221974,181.0,1.0188155139053738
pf[119],0.4762486655590876,0.0005608466466281417,0.021422580006821124,0.43654289263474855,0.46104765567651806,0.4757387785778231,0.4910776534389881,0.5193368983958889,1459.0,1.0015655073982275
pf[120],0.43825193298483395,0.0004539193035320111,0.017962820536606496,0.4037040666464702,0.42572800684927026,0.43836331718829225,0.4505188198115253,0.47387654988398953,1566.0,1.0024416537546947
pf[121],0.891701829721911,0.0015644108271147812,0.059262062684750726,0.7906303064638887,0.8503535653502986,0.8863335192140781,0.9278221366819817,1.021884092111072,1435.0,1.000869703432619
pf[122],0.35331086638872894,0.00040142896874579263,0.016152216759296997,0.3215026549376092,0.3422035092018253,0.3531034339428619,0.3637654974019702,0.3859966348277039,1619.0,1.0002991471498717
pf[123],0.6013427789851021,0.0005209911729418508,0.02195593042563184,0.5619553514748821,0.5862056482032636,0.6003781325888962,0.6157672645821919,0.6477497576356555,1776.0,1.0009766639609905
pf[124],0.3778300174202546,0.0004829209431042912,0.017478803015316777,0.3440163949471792,0.3656102973970953,0.3779883257293485,0.38949511258545755,0.41181177686083237,1310.0,1.0002649844009994
pf[125],0.3225664172747004,0.0003208706675043243,0.012460362826945423,0.298869018184336,0.31457806473847416,0.32221209530504524,0.3302029258759386,0.3482851748302137,1508.0,1.000084146080723
pf[126],0.3246849815225266,0.0002874059769797906,0.011895274737018548,0.301827369657536,0.31627175278576103,0.32467108306011827,0.33248822186243865,0.34835028477441266,1713.0,1.0008715885923696
pf[127],0.531057149289129,0.0005273470816791036,0.02158260948380449,0.49156551523880565,0.5161799170769389,0.5301120924472535,0.5450961494626154,0.5749341271981049,1675.0,1.0020339712514335
pf[128],0.35342542679027056,0.0005811379668600428,0.019247864976907645,0.3161852896439163,0.34012360807453224,0.3530204644078904,0.36609498427914006,0.3934504809380722,1097.0,1.0013160783866146
pf[129],0.42922855094666634,0.00042463833152362357,0.0183284450669512,0.39272098753982354,0.4173029237424998,0.42926968244504615,0.4410840001409938,0.46567009900274625,1863.0,1.0012275720020853
pf[130],0.4360921068853304,0.0007588043758035239,0.025269438963678642,0.3866385115642569,0.4189809955774645,0.43627385623013304,0.4525006470885594,0.4883409149785988,1109.0,1.0066900501136182
pf[131],0.3265399296440147,0.0003788325052442537,0.014425512025331178,0.30006190136839705,0.31655953231006956,0.3257333643553345,0.3356694677849692,0.3567966717591144,1450.0,1.0013379359819585
pf[132],0.4505910128462278,0.0004159117292780988,0.016268476475170646,0.41951558698718794,0.43899474695353835,0.4501791980505825,0.46155916873777586,0.4834907558979097,1530.0,1.0053819873128755
pf[133],0.3147203946765839,0.00023240085379564463,0.010728263803457525,0.2931236008244277,0.3075652799639911,0.31476485660061165,0.32179963270392503,0.33576619412552283,2131.0,1.0009370052459086
pf[134],0.8900284431494394,0.0016185195131261482,0.06226568889258155,0.7789465984880819,0.8460050987054701,0.8868632020702061,0.9277603563808186,1.0268726290086954,1480.0,0.9997371127044024
pf[135],0.3142749741546779,0.00023212417235103877,0.010705429929049822,0.2922548787535733,0.3072404219401825,0.31434285163062714,0.3216686013849909,0.3343821050922514,2127.0,1.0005434978850305
pf[136],0.3317623057099096,0.0004865468906357188,0.017837103643868656,0.2993454399854224,0.3192729241115009,0.3310407082161978,0.34342910177158514,0.3700464099380477,1344.0,1.0002708496744526
pf[137],0.3935840436542688,0.0003941148835610842,0.015950701391659022,0.3641625634823231,0.3828347179228419,0.39270832243982545,0.4038622667027889,0.42576802123464885,1638.0,1.0021352829291723
pf[138],0.31789747810875557,0.0003870512592836997,0.015645682430932877,0.2897855950970555,0.3070074453623665,0.3166992408258376,0.32794362826124623,0.35210604797847955,1634.0,1.0011291400064215
pf[139],0.4919987151928859,0.0004587422585530703,0.019163130806844664,0.45600061345988496,0.4785248244288822,0.4916492351343736,0.5048786978226423,0.5304720342994582,1745.0,1.000722904370254
pf[140],0.6678807148506721,0.0009306742913489879,0.038021205773207445,0.5977265515306329,0.6403883550418932,0.6671826220370414,0.6927946333294702,0.7487229794719363,1669.0,1.0005567246630405
pf[141],0.6951866222347487,0.001011397222277648,0.04321874416370402,0.6139036588818386,0.6655006028364414,0.6937044372007954,0.7237881549555809,0.7823868216266341,1826.0,1.0006224833309536
pf[142],0.30433408797428113,0.0002358026629581551,0.01118013013739722,0.28324166088400227,0.29657342691035776,0.30474385694291123,0.3118979111097915,0.3257183668185444,2248.0,1.001573646184998
pf[143],0.30709543351163243,0.0002551417191326802,0.011489878937375029,0.28501239279594226,0.2992992844720425,0.3067950592390745,0.31433575659227153,0.33046796002434176,2028.0,1.0008413809426253
